name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Mauricio Caranta,67,41,0,67,0
Andrés Pérez,67,39,0,67,0
James Coppinger,67,39,1,67,0
Lee Camp,67,35,3,67,0
Emmanuel Martínez,66,26,0,69,3
Ibrahim Kargbo Jr.,66,20,1,76,10
Alfonso Trezza,66,21,0,73,7
Salim Boukhenchouche,66,28,0,67,1
Pablo García,66,21,0,74,8
Matej Oravec,66,22,1,76,10
Alexis Doldán,66,23,0,72,6
Jorge Recalde,66,28,0,66,0
Ilya Shkurin,66,20,2,75,9
Jorge Luis Aguilar,66,27,1,69,3
Rafael Di Leonardo,66,26,1,69,3
Santiago Amorín,66,25,0,72,6
Jesse Sekidika,66,24,3,73,7
Terem Moffi,66,21,0,76,10
Tatsuhiro Sakamoto,66,23,0,70,4
Keiya Sento,66,25,0,69,3
Adriano Castanheira,66,27,0,66,0
Farouk Chafaï,66,30,0,67,1
Yuto Uchida,66,25,0,70,4
Kazuhiro Sato,66,29,0,66,0
Noni Madueke,66,18,4,85,19
Danilo Santacruz,66,25,0,73,7
Jan Thielmann,66,18,3,84,18
Matías Esquivel,66,21,0,78,12
Jairo Padilla,66,29,1,66,0
Wilmer Godoy,66,26,4,67,1
Romario Caicedo,66,30,0,66,0
Gregori Anangonó,66,22,0,74,8
Alec Deneumostier,66,21,0,75,9
Enson Rodríguez,66,30,1,66,0
Rodrigo Fernandes,66,19,10,84,18
José María Carrasco,66,22,0,73,7
Juan Acosta,66,26,0,68,2
Leonardo Flores,66,24,0,69,3
Víctor Balta,66,34,0,66,0
Leonardo Campana,66,20,9,76,10
Gilberto Sepúlveda,66,21,5,75,9
Yuber Mosquera,66,35,0,66,0
Leo Coelho,66,27,0,67,1
Thiago Vecino,66,21,0,80,14
Enzo Martínez,66,22,0,75,9
Federico Martínez,66,23,0,73,7
Jean Rosso,66,23,0,74,8
Nicolás Acevedo,66,21,4,81,15
Rodrigo Fernández,66,24,0,73,7
Giorgos Kyriakopoulos,66,24,1,73,7
Reko,66,25,0,71,5
Juan José Perea,66,20,2,78,12
Ronald Araujo,66,21,27,80,14
Ibrahim Cissé,66,21,1,74,8
Christian Flores,66,32,0,66,0
Yorwin Lobo,66,27,0,68,2
Facundo Pérez,66,20,0,78,12
Ismael Casas,66,19,1,80,14
Borja Sainz,66,19,5,79,13
Iker Losada,66,18,11,82,16
Marco Kana,66,17,27,86,20
Amine Atouchi,66,28,0,68,2
Diogo Sousa,66,21,1,78,12
Miguel Brizuela,66,23,2,74,8
Ayase Ueda,66,21,1,77,11
Marco Carnesecchi,66,20,8,82,16
Adrián Lozano,66,21,1,76,10
Jonathan Panzo,66,19,5,80,14
Crysencio Summerville,66,18,2,81,15
Tomislav Štrkalj,66,23,2,73,7
Andrea Meroni,66,23,0,75,9
Adonis Frías,66,22,1,73,7
Sam Kersten,66,22,0,72,6
Jhonathan Doriado,66,31,0,67,1
Riki,66,22,0,77,11
Ousmane Diakité,66,20,0,80,14
Stone Mambo,66,21,2,77,11
Marco Meyerhöfer,66,24,0,71,5
Khalid Hachadi,66,22,1,74,8
Joshua Zirkzee,66,19,18,84,18
Pathé Ciss,66,26,0,70,4
Ferdinand Oswald,66,29,0,67,1
Nicolò Armini,66,19,13,84,18
Pierre Ruffaut,66,33,0,66,0
Eric Junior Dina Ebimbe,66,19,2,80,14
Marko Dira,66,21,1,79,13
Romário Pires,66,31,0,66,0
Antoni Ivanov,66,24,0,70,4
Linas Klimavicius,66,31,1,66,0
Nico Schlotterbeck,66,20,1,77,11
Jaime Seoane,66,23,1,75,9
Caleb Zady Sery,66,20,1,75,9
Brenden Aaronson,66,19,5,78,12
Unai Vencedor,66,19,1,84,18
Valeriy Bondarenko,66,26,0,71,5
Facundo Mura,66,21,2,80,14
Luis Miranda,66,22,0,78,12
Robinho,66,25,20,69,3
Pedro Pelágio,66,20,0,77,11
Hugo Vallejo,66,20,2,80,14
Bryan Gil,66,19,9,84,18
Eduardo Aguirre,66,21,5,77,11
Quint Jansen,66,29,2,67,1
Fidalgo,66,23,4,75,9
Salva,66,22,3,76,10
Ángelo Preciado,66,22,0,76,10
Billy Gilmour,66,19,38,86,20
Jamie Shackleton,66,20,7,81,15
Kosuke Shirai,66,26,0,67,1
Giovanni Reyna,66,17,36,86,20
Sergio López,66,21,5,80,14
Darko Todorovic,66,23,1,73,7
Luca Ravanelli,66,23,2,75,9
Aníbal Moreno,66,21,2,81,15
Claudio Gomes,66,20,5,81,15
Amadou Ciss,66,20,0,75,9
Paolo Medina,66,21,4,74,8
Gavin Whyte,66,24,0,72,6
Kazuaki Mawatari,66,29,2,66,0
Mathieu Gonçalves,66,19,3,76,10
Mohamed Ali Camara,66,22,0,79,13
Jeisson Martínez,66,25,1,71,5
James Garner,66,19,18,85,19
David Tavares,66,21,2,79,13
Luka Adzic,66,21,3,75,9
Mahdi Camara,66,22,1,78,12
Tom Barlow,66,25,1,73,7
Emanuel Aiwu,66,19,4,80,14
David Alba,66,21,7,79,13
Yukinari Sugawara,66,20,2,77,11
Keito Nakamura,66,20,1,80,14
Maarten Vandevoordt,66,18,23,85,19
Joel López Pissano,66,23,1,74,8
Josha Vagnoman,66,19,30,85,19
Sepp van den Berg,66,18,17,84,18
Cristian Núñez,66,22,1,75,9
Oumar Solet,66,20,16,81,15
Lindon Selahi,66,21,1,75,9
James Sands,66,20,11,84,18
Marius Lode,66,27,0,69,3
Jesús Medina,66,23,6,75,9
Daiki Hashioka,66,21,2,76,10
Joaquín Varela,66,23,0,76,10
Birk Risa,66,22,2,77,11
Viktor Gyökeres,66,22,1,77,11
Max Bird,66,19,11,82,16
Nahuel Estévez,66,24,1,72,6
Sedat Sahintürk,66,24,2,72,6
Christian Capone,66,21,6,81,15
Goduine Koyalipou,66,20,4,77,11
Flynn Downes,66,21,2,72,6
Fernando Beltrán,66,22,9,76,10
Jonah Osabutey,66,21,2,75,9
Maximilian Rossmann,66,25,1,69,3
Maximilian Thalhammer,66,23,1,76,10
Makana Baku,66,22,6,78,12
Przemyslaw Placheta,66,22,4,77,11
Mitchel Bakker,66,20,12,77,11
Jeong Woo Yeong,66,20,12,80,14
Massih Wassey,66,32,1,66,0
Stefan Schimmer,66,26,2,69,3
Ben Wilmot,66,20,0,81,15
Dujon Sterling,66,20,4,81,15
Takuma Arano,66,27,1,67,1
Valentin Castellanos,66,21,9,78,12
Álvaro Villete,66,29,0,69,3
Nedim Bajrami,66,21,3,80,14
Vladimir Kovacevic,66,27,1,68,2
Ro-Shaun Williams,66,21,5,74,8
Roland Niczuly,66,24,0,74,8
Jake Hastie,66,21,1,80,14
Matheo Zoch,66,22,0,80,14
Alessandro Plizzari,66,20,19,82,16
Cédric Zesiger,66,22,2,79,13
Valentin Cojocaru,66,24,1,71,5
Ibrahima Conté,66,24,2,71,5
Raphael Doninho,66,20,0,66,0
Ever Rodeiro,66,24,0,66,0
Tomás Alarcón,66,20,1,81,15
Loïc Badiashile,66,22,3,75,9
Oliver Rathbone,66,23,1,72,6
Deroy Duarte,66,21,2,74,8
Razvan Popa,66,23,0,71,5
Christian Früchtl,66,20,15,83,17
Marko Jankovic,66,25,1,72,6
Horacio Salaberry,66,33,1,66,0
Arkadiusz Reca,66,25,4,73,7
Haydar Yilmaz,66,36,0,66,0
Luis Hernández,66,22,1,71,5
Borja Domínguez,66,28,2,67,1
Koki Machida,66,22,1,72,6
Hiroki Iikura,66,34,2,66,0
Pape Djibril Diaw,66,25,1,68,2
Vítor Costa,66,26,1,70,4
Mark Travers,66,21,6,78,12
Fernand Mayembo,66,24,2,74,8
Tsubasa Endoh,66,26,1,67,1
Marcis Ošs,66,29,0,68,2
James Aguirre,66,28,0,70,4
Marcus Browne,66,22,2,75,9
Nacho,66,27,1,66,0
Roberto Pirrello,66,24,0,76,10
Danilo Sacrio,66,28,3,66,0
Lorenzao Masca,66,24,1,66,0
Pedro Sousenha,66,20,0,68,2
Jailson Acuna,66,32,2,66,0
Nando García,66,26,3,69,3
Joshua Emmanuel,66,22,5,74,8
Julian Lelieveld,66,23,3,72,6
Óscar Pinchi,66,24,0,75,9
Branislav Ninaj,66,26,1,68,2
Søren Reese,66,27,0,70,4
Raimundo Rebolledo,66,23,1,70,4
Facundo Altamirano,66,24,1,74,8
Alessio Vita,66,27,2,66,0
Hernán Figueredo,66,35,1,66,0
Franz Brorsson,66,24,1,70,4
Federico Dimarco,66,22,3,74,8
Lorenzo Andrenacci,66,25,0,68,2
Akieme,66,22,22,75,9
George Dobson,66,22,2,73,7
Alex Bass,66,22,3,78,12
Ronaldo Cisneros,66,23,3,73,7
Miroslav Covilo,66,34,1,66,0
André Moreira,66,24,3,74,8
Taylan Antalyali,66,25,1,70,4
Pedro Chirivella,66,23,3,74,8
Ali Sasal Vural,66,30,1,68,2
Luis Ruiz,66,28,1,67,1
Josh Ginnelly,66,23,1,71,5
Fausto Grillo,66,27,2,67,1
Son Jeong Hyeon,66,28,0,69,3
Carlos Espinosa,66,37,0,66,0
Joao Rodríguez,66,24,1,75,9
Georgi Kitanov,66,25,2,71,5
Ebenezer Assifuah,66,27,3,67,1
Christophe Diedhiou,66,32,3,66,0
Aleksandar Bjelica,66,26,0,66,0
Emmanuel Boateng,66,26,2,67,1
Jack Payne,66,25,3,70,4
Mauricio Restrepo,66,39,0,66,0
Abdullah Madu,66,27,1,71,5
James Wilson,66,24,11,73,7
Matt Macey,66,25,13,72,6
Maximilian Welzmüller,66,30,2,66,0
Marwan Mohsen,66,31,3,66,0
Stefan Velev,66,31,2,66,0
Patrick Drewes,66,27,1,70,4
Charalampos Lykogiannis,66,26,3,68,2
Lubomír Šatka,66,24,2,73,7
Alex Gilbey,66,25,3,71,5
Imoh Ezekiel,66,26,2,68,2
Michal Mak,66,28,1,66,0
Hannes ?ór Halldórsson,66,36,8,66,0
Achraf Lazaar,66,28,2,66,0
Spas Delev,66,30,7,66,0
Giuseppe De Luca,66,28,4,66,0
Jak Alnwick,66,27,0,71,5
Antonio Donnarumma,66,30,3,67,1
Tomáš Holy,66,28,3,68,2
Yulián Anchico,66,36,2,66,0
Roberto Cereceda,66,35,3,66,0
Tim Coremans,66,29,1,68,2
Martin Hansen,66,30,2,67,1
Chong Te Se,66,36,1,66,0
Andrew Durante,66,38,0,66,0
Jesús Zavala,66,33,6,66,0
Joselito Vaca,66,37,1,66,0
Omar Arellano,66,33,2,66,0
James Vaughan,66,32,7,66,0
Hitoshi Sogahata,66,40,0,66,0
Jorge Silva,65,21,2,73,8
Martín Ezequiel Cañete,65,21,0,74,9
Tanner Tessmann,65,18,1,80,15
Richard Ledezma,65,19,0,78,13
Víctor Mendoza,65,25,1,69,4
Ángel Benítez,65,24,0,70,5
Jean Onana,65,20,0,75,10
Dejan Petrovic,65,22,1,72,7
Pierre Kalulu,65,20,6,81,16
Firas Chaouat,65,24,0,73,8
Vitor Carvalho,65,23,1,71,6
Tiago Banega,65,21,0,79,14
Bilel Saidani,65,27,0,66,1
Emiliano Martínez,65,20,0,73,8
Jonathan Perlaza,65,22,0,72,7
Daniel Celea,65,25,0,71,6
Alan Max Benítez,65,26,0,68,3
Stavros Vasilantonopoulos,65,28,0,65,0
Jun Ichimori,65,29,0,67,2
Takayuki Mae,65,26,0,67,2
Norimichi Yamamoto,65,25,0,70,5
Valera,65,18,5,84,19
Jhony Galli,65,30,0,65,0
Marc Echarri,65,21,0,76,11
Marco Prieto,65,29,0,65,0
Lucas Da Cunha,65,19,2,78,13
Melvin Bard,65,19,16,82,17
Pape Habib Gueye,65,20,0,76,11
Cristian Souza,65,24,0,71,6
Marc-Francois Enoumba,65,27,0,65,0
Marcos Ovejero,65,33,0,65,0
Eduardo Puña,65,34,0,65,0
Federico Acuña,65,35,0,65,0
Carlos Neyra,65,25,0,69,4
Carlos Cuero,65,24,0,72,7
Leandro Suhr,65,22,0,69,4
Facundo Kidd,65,22,0,71,6
Iván Cartés,65,22,0,73,8
Marlon Mejía,65,25,1,68,3
Franklin Guerra,65,27,0,68,3
Robert Hernández,65,26,0,66,1
Eduardo Fereira,65,19,0,72,7
Yhonathan Yustiz,65,28,0,68,3
Andy Polar,65,23,0,74,9
Jeickson Reyes,65,32,0,65,0
Luis Araújo,65,39,0,65,0
Erik López,65,18,0,82,17
Oshiro Takeuchi,65,25,0,68,3
Sebastián Galindo,65,20,0,81,16
Luis Pavia,65,21,0,69,4
Raúl García,65,19,3,81,16
Hélder Baldé,65,21,0,72,7
Gustavo Cortéz,65,22,0,70,5
Janner Corozo,65,24,1,71,6
Roberto Fernández,65,22,0,75,10
Luis Cabral,65,36,2,65,0
Micheal Fabbro,65,24,1,72,7
Toni Datkovic,65,26,0,70,5
Frank Tsadjout,65,21,2,76,11
Mario-Jason Kikonda,65,24,0,74,9
Lautaro Morales,65,20,0,78,13
Cristian Rivas,65,23,1,70,5
José Manríquez,65,33,1,65,0
Reno Piscopo,65,22,0,76,11
Ramón,65,19,1,79,14
Antonio Sánchez,65,23,0,73,8
Ivan Goranov,65,28,2,66,1
Daisuke Takagi,65,24,0,69,4
Marco Sala,65,21,1,81,16
Killian Sardella,65,18,2,83,18
Jason Knight,65,19,1,80,15
Riquelme,65,20,6,83,18
Eduardo Quaresma,65,18,11,81,16
Benjamín Rollheiser,65,20,1,79,14
Erce Kardesler,65,26,0,69,4
Felix Torres,65,23,1,73,8
Damián Fernández,65,19,1,78,13
Meschack Elia,65,22,0,74,9
Samuel Dias,65,20,1,73,8
Zvonimir Šarlija,65,23,0,71,6
Benedikt Pichler,65,23,0,72,7
Marley Aké,65,19,10,74,9
André Grandi,65,23,0,75,10
Slavko Perovic,65,31,0,65,0
Hrvoje Barišic,65,29,1,65,0
Ovidiu Hor?ia,65,19,1,81,16
Sergio Camello,65,19,5,83,18
Arthur Zagré,65,18,17,75,10
Dani Vivian,65,21,1,78,13
Sebastián Cabrera,65,22,2,75,10
Murat Cem Akpinar,65,21,0,77,12
Claudiu Belu-Iordache,65,26,0,65,0
Constantin Dima,65,21,1,79,14
Loránd Fülöp,65,23,0,70,5
Eduard Pap,65,26,1,68,3
Gabriel Simion,65,22,0,77,12
Adrián Jusino,65,28,0,66,1
Robinho,65,22,5,74,9
Michael Olise,65,18,4,82,17
Metehan Güçlü,65,21,4,75,10
Marcos Antonio,65,20,12,85,20
Ayumu Seko,65,20,2,77,12
Joël Piroe,65,20,0,80,15
Ilyas Chouaref,65,19,3,80,15
Leon Dajaku,65,19,8,82,17
Yuki Soma,65,23,2,69,4
Avilés,65,22,2,74,9
Dominik Kotarski,65,20,2,80,15
Roberto López,65,20,1,80,15
Ethan Laird,65,18,11,83,18
Iñaki Peña,65,21,3,79,14
Bryan Castrillon,65,21,1,80,15
Álex Cobo,65,25,0,73,8
Adama Traoré,65,25,3,71,6
Stratos Svarnas,65,22,1,71,6
Max Kilman,65,23,7,78,13
Jordi Escobar,65,18,5,80,15
De la Fuente,65,21,8,80,15
Jordan Teze,65,20,4,76,11
Franco Ferrari,65,24,2,70,5
Samu Pérez,65,23,1,75,10
Martín,65,20,3,79,14
Facundo Castro,65,25,0,67,2
Jacob Christensen,65,19,1,77,12
Vitalie Dama?can,65,21,1,77,12
Morten Hjulmand,65,21,0,75,10
Daniel Moreno,65,25,1,67,2
Alberto Rizzo,65,23,1,74,9
Hidajet Hankic,65,26,1,71,6
Marquinhos Cipriano,65,21,2,80,15
Christian Ilic,65,24,1,74,9
Adil Taoui,65,18,6,77,12
Johan Vásquez,65,21,2,79,14
Badr Boulahroud,65,27,1,66,1
Adam Idah,65,19,14,84,19
Hilary Gong,65,21,2,75,10
Ricki Lamie,65,27,1,68,3
Emmanuel Lomotey,65,22,1,75,10
Issa Marega,65,22,1,74,9
Bobby Burns,65,20,1,75,10
Alihan Kubalas,65,28,0,67,2
Enzo Loiodice,65,19,11,85,20
Nils Fröling,65,20,1,77,12
Lars Lukas Mai,65,20,10,81,16
Li Shuai,65,25,1,71,6
Álex Collado,65,21,10,79,14
Fraser Hornby,65,20,1,76,11
Kazuki Kushibiki,65,27,0,67,2
Aaron Herrera,65,23,2,73,8
Curtis Jones,65,19,26,85,20
Rifet Kapic,65,25,1,72,7
Nicolás Thaller,65,21,2,74,9
Gianluca Busio,65,18,6,78,13
Mason Toye,65,21,1,76,11
Ricardo Friedrich,65,27,1,67,2
Jorge Díaz Price,65,22,3,80,15
Sergio Barreto,65,21,0,80,15
Axel Bamba,65,21,4,76,11
Chumi,65,21,10,80,15
Roberto Massimo,65,19,3,78,13
Driss Khalid,65,21,0,73,8
Berrocal,65,20,2,79,14
Shandon Baptiste,65,22,1,76,11
Elvis Bwomono,65,21,3,75,10
Ethan Hamilton,65,21,2,78,13
Curtis Tilt,65,28,1,67,2
Imad Faraj,65,21,4,80,15
Zan Celar,65,21,3,78,13
David Gomis,65,27,1,65,0
Anthony Fontana,65,20,2,70,5
Raul Asencio,65,22,3,78,13
Nicolas Kühn,65,20,2,78,13
Lukasz Wolsztynski,65,25,2,67,2
Fridolin Wagner,65,22,1,73,8
Karol Fila,65,22,2,76,11
Godfried Roemeratoe,65,20,1,72,7
Melle Meulensteen,65,21,0,71,6
Neftali Manzambi,65,23,2,74,9
Kelechi Nwakali,65,22,1,77,12
Bevic Moussiti-Oko,65,25,2,69,4
Eden Massouema,65,23,0,76,11
Romain Basque,65,25,0,74,9
Marius Kleinsorge,65,24,1,70,5
Thomas Basila,65,21,5,80,15
Tim Boss,65,27,0,69,4
Tachi,65,22,1,78,13
Ola Brynhildsen,65,21,3,80,15
Juan Castillo,65,20,17,76,11
Jorge Cuenca,65,20,13,78,13
Jordan Williams,65,20,0,77,12
Brent Kallman,65,29,1,66,1
Niklas Thor,65,34,1,65,0
Niko Hansen,65,25,0,66,1
Harlin Suárez,65,26,0,72,7
Wellington,65,25,1,70,5
Patryk Klimala,65,21,7,75,10
Dimitri Lavalée,65,23,3,72,7
Javi Díaz,65,23,2,75,10
Rafa Mújica,65,21,2,77,12
Luigi Canotto,65,26,2,66,1
Dimitar Iliev,65,31,2,65,0
Araruna,65,24,1,73,8
Tahith Chong,65,20,26,81,16
Simón Ramírez,65,21,1,75,10
Takuya Wada,65,30,1,65,0
Yohei Toyoda,65,35,1,65,0
Kentaro Oi,65,36,1,65,0
Takuto Hayashi,65,37,0,65,0
Takuya Okamoto,65,28,1,65,0
Eric Oelschlägel,65,24,2,71,6
Danilo Acosta,65,22,3,75,10
Callum Johnson,65,23,1,69,4
Andriy Boryachuk,65,24,3,72,7
Paulito Zanon,65,28,2,65,0
Jackson Crusso,65,20,0,67,2
Henrique Jardinel,65,20,0,65,0
João Gerster,65,24,0,67,2
Marcelo Vildeia,65,24,0,65,0
Jérémy Vachoux,65,26,0,71,6
Varo,65,27,1,69,4
Mamadou Bagayoko,65,30,8,65,0
Callum Connolly,65,22,4,71,6
Nemanja Antonov,65,25,3,70,5
Alejandro Frezzotti,65,36,0,65,0
Gian Filippo Felicioli,65,22,3,76,11
Valtteri Moren,65,29,0,66,1
Kaiyne Woolery,65,25,1,65,0
Saad Abdul-Salaam,65,28,5,65,0
Ben Kantie Karamoko,65,25,0,72,7
Courtney Senior,65,23,4,75,10
Charlie Colkett,65,23,1,72,7
Abdoul Ba,65,26,2,68,3
Lucas Passerini,65,26,2,70,5
Giorgos Strezos,65,25,1,73,8
Farrend Rawson,65,24,2,72,7
Will Norris,65,26,1,67,2
Marc Kibong Mbamba,65,31,1,65,0
Bilal Ould-Chikh,65,23,0,69,4
Dairin González,65,30,0,66,1
Dominic Hyam,65,24,2,73,8
Filip Jagiello,65,22,2,73,8
Luka Stojanovic,65,26,1,66,1
Alessandro Mastalli,65,24,1,69,4
Patryk Lipski,65,26,1,69,4
Luis Pavez Contreras,65,32,1,65,0
Richard Blanco,65,38,0,65,0
Jonny Mosquera,65,29,2,65,0
Lassana Doucouré,65,29,3,65,0
Sondre Tronstad,65,24,0,68,3
Enzo Zidane,65,25,4,70,5
Callum McFadzean,65,26,3,68,3
Ezekiel Fryers,65,27,2,65,0
Timothée Dieng,65,28,1,66,1
Jack Grimmer,65,26,2,67,2
David Andrade,65,27,3,68,3
Guillermo Allison,65,29,4,66,1
Nadir Çiftçi,65,28,3,65,0
Dejan Jakovic,65,35,4,65,0
Nicolás Gorobsov,65,30,2,65,0
John Brayford,65,32,2,65,0
Yang Xu,65,33,3,65,0
Luis Pedro Figueroa,65,37,1,65,0
Zdenek Zlámal,65,34,3,65,0
David Edwards,65,34,2,65,0
Adebayo Akinfenwa,65,38,36,65,0
David Bicík,65,39,1,65,0
Andy Lonergan,65,36,4,65,0
Matt Gilks,65,38,1,65,0
Tim Luis Maciejewski,64,19,0,79,15
Birsent Karagaren,64,27,0,64,0
Luca Horn,64,21,0,76,12
Mamoudou Karamoko,64,20,3,80,16
Mario Cuze,64,21,2,74,10
Márk Tamás,64,26,0,66,2
Niko Kata,64,27,1,65,1
Nicolás Sosa,64,24,3,69,5
Jakov Puljic,64,26,1,67,3
Erik Jirka,64,22,0,73,9
Yvann Maçon,64,21,0,72,8
Dimitar Velkovski,64,25,0,68,4
Shay Ben David,64,23,0,71,7
Eric Bocat,64,21,0,77,13
Ercan Kara,64,24,1,68,4
Jairsinho González,64,30,0,64,0
Matías Pérez,64,20,0,72,8
Richard van der Venne,64,28,0,65,1
Óscar Clemente,64,21,1,76,12
Amine Adli,64,20,0,77,13
Stefan Velkov,64,23,1,68,4
Juninho,64,30,1,64,0
Juan Diego Gutiérrez,64,28,0,64,0
Bogdan Milovanov,64,22,1,74,10
Edi Semedo,64,21,0,74,10
Mateo Abeijón,64,20,0,73,9
Pablo Adorno,64,24,0,70,6
Ronny Medina,64,25,0,69,5
Jefferson Caicedo,64,25,0,66,2
Yuya Takazawa,64,23,0,69,5
Ryuho Kikuchi,64,23,0,70,6
Fran Tudor,64,24,0,68,4
Won Du Jae,64,22,0,75,11
Ebrima Colley,64,20,6,75,11
Santiago Pérez,64,21,0,73,9
Sotillos,64,22,0,74,10
Reko Silva,64,21,1,74,10
Kevin Arias,64,22,0,71,7
Tito Valencia,64,29,1,64,0
Joel Fernández,64,21,1,71,7
Washington Vera,64,26,0,65,1
Francisco Rodríguez,64,25,0,67,3
José Junhior Velásquez,64,21,0,67,3
Sergio Adrián,64,24,0,69,5
Jorge Padilla,64,19,2,80,16
Hólguer Matamoros,64,35,0,64,0
Anyelo Campos,64,27,0,68,4
Anthony Bedoya,64,24,0,72,8
Marcos Barrera,64,36,0,64,0
Zsolt Nagy,64,27,0,66,2
Migue Leal,64,23,0,73,9
Calvin Dekuyper,64,20,0,75,11
Christian Latorre,64,33,0,64,0
Francisco Mera,64,28,1,64,0
Edanyilber Navas,64,20,0,81,17
Pedro Perlaza,64,29,0,64,0
José Yegüez,64,32,0,64,0
Anderson Contreras,64,19,0,73,9
Henry Plazas,64,27,1,67,3
Cristo Romero,64,20,2,76,12
Dylan Caro,64,21,0,70,6
Richard Calderón,64,27,0,67,3
Yorkman Tello,64,31,0,64,0
Diego Osio,64,23,1,71,7
Héctor Zeta,64,26,0,68,4
Luis Guerra,64,23,0,72,8
Edinson Chávez,64,26,0,67,3
Jorge Antonio Ortiz,64,38,0,64,0
Ezequiel Busquets,64,19,1,82,18
Nathanaël Mbuku,64,18,4,83,19
Vadim Karpov,64,18,2,79,15
David Sánchez,64,21,0,75,11
Simone Pinna,64,22,3,73,9
Isaac Lihadji,64,18,7,76,12
Fer Niño,64,19,3,80,16
Paul Omo Mukairu,64,20,0,79,15
Anthony Rouault,64,19,1,77,13
Kota Watanabe,64,21,1,72,8
Mohamed Taabouni,64,18,0,79,15
Manu Sánchez,64,19,4,83,19
Alan Velasco,64,18,12,84,20
Adrian Stanilewicz,64,20,1,80,16
Melvin Sitti,64,20,5,78,14
Saúl Crespo,64,24,0,73,9
Nazareno Colombo,64,21,0,78,14
Tomás Esteves,64,18,10,78,14
Fabiano Alves,64,25,0,70,6
Luquinhas,64,19,0,72,8
Virgiliu Postolachi,64,20,1,79,15
Pape Ndiaga Yade,64,20,0,78,14
Mihai Velisar,64,21,1,69,5
Jurriën Timber,64,19,4,79,15
Javi Gómez,64,21,1,73,9
Gajodara Chatterjee,64,35,1,64,0
Admonio,64,26,0,69,5
Adrián Szoke,64,22,2,75,11
Yassin Ben Balla,64,24,0,71,7
Lilian Brassier,64,20,3,74,10
Valentine Ozornwafor,64,21,1,78,14
Jonathan Bay,64,27,0,65,1
Ellis Simms,64,19,5,82,18
Bongani Sam,64,22,0,70,6
Marian Aioani,64,20,0,74,10
Ugarte,64,25,0,71,7
Dirk Abels,64,23,1,70,6
Oguz Yilmaz,64,27,1,66,2
Mateu Morey,64,20,7,81,17
Aaron Hickey,64,18,20,82,18
Paulino,64,23,1,76,12
Miguel Marí,64,23,0,74,10
Daniel Hanslik,64,23,1,72,8
Zourdine Thior,64,23,5,76,12
Roberto Piccoli,64,19,15,84,20
Isaac Atanga,64,20,2,78,14
Sacha Boey,64,19,2,77,13
Davide Bettella,64,20,3,81,17
Michal Karbownik,64,19,5,81,17
Razvan Gradinaru,64,24,1,70,6
Marian Plea?ca,64,30,2,64,0
Alexandru Rau?a,64,28,0,67,3
André Almeida,64,20,1,75,11
Edwin Cerrillo,64,19,1,81,17
Kohei Hattori,64,29,0,65,1
Ibañez,64,21,4,74,10
Sibiry Keita,64,19,0,78,14
Lucas Ribeiro,64,21,4,79,15
Aboubacar Keita,64,20,0,76,12
Paul Akouokou,64,22,2,72,8
Karamoko Dembélé,64,17,45,85,21
Filip Marchwinski,64,18,1,79,15
Cyril Ngonge,64,20,1,78,14
Riccardo Sottil,64,21,0,80,16
Mikhail Ignatov,64,20,2,81,17
Harvey Elliott,64,17,47,87,23
Sam McCallum,64,19,2,82,18
Santiago Briñone,64,23,1,73,9
Alexander Díaz,64,20,0,80,16
Troy Parrott,64,18,28,85,21
Haissem Hassan,64,18,0,80,16
Dylan Chambost,64,22,0,72,8
Onni Valakari,64,20,1,77,13
Georginio Rutter,64,18,1,75,11
Perera,64,23,0,75,11
Eiichi Katayama,64,28,1,65,1
Christian Sánchez,64,21,2,79,15
Alberto González,64,24,1,74,10
Baba Fernandes,64,20,2,74,10
Gaël Ondoua,64,24,2,71,7
Ricardo Schutte,64,22,2,71,7
Lamine Diabyfadiga,64,19,5,78,14
Vitinho,64,21,3,75,11
Pol Lozano,64,20,2,80,16
Clemente,64,21,1,79,15
Gabriel Brazão,64,19,6,80,16
Yannis Letard,64,21,0,79,15
Jonathan Burkardt,64,20,3,79,15
Prince Osei Owusu,64,23,3,71,7
Sébastien Rénot,64,30,0,65,1
Linda Mntambo,64,31,1,64,0
Benjamin Nygren,64,19,7,82,18
Limones,64,33,1,64,0
Fatih Kaya,64,20,1,76,12
Clint Essers,64,23,1,69,5
Franck Evina,64,20,5,79,15
Dylan Levitt,64,19,6,82,18
Oleksandr Pikhalyonok,64,23,1,75,11
Kevin Agudelo,64,21,9,78,14
Heradi Rashidi,64,26,2,69,5
Nnamdi Ofoborh,64,20,3,77,13
Julian Guttau,64,20,2,79,15
John Yeboah,64,20,4,84,20
Luis Felipe,64,24,0,66,2
Julien Ponceau,64,19,1,78,14
Liam Fraser,64,22,1,77,13
Tymoteusz Klups,64,20,5,80,16
Oscar Macías,64,22,0,76,12
Benjamín Garré,64,20,3,82,18
Toni Moya,64,22,1,75,11
Jón Dagur ?orsteinsson,64,21,2,73,9
Willem Geubbels,64,18,19,75,11
Daiya Maekawa,64,25,2,66,2
Agustín Dávila,64,21,0,71,7
Adrián López,64,21,1,75,11
Lenny Pintor,64,19,4,81,17
Ronald Hernández,64,22,1,73,9
Matías Nani,64,22,0,77,13
Manuel Roffo,64,20,4,79,15
Víctor López,64,23,0,76,12
Aynsley Pears,64,22,2,76,12
